desercion_año_anterior,frecuencia_viajes,departamento,distancia_domicilio,educacion,formacion,conteo_de_empleados,ID,nivel_de_cargo,nombre_cargo,estado_civil,ingresos_mensuales,empresas_anteriores,edad>18,porcentaje_aumentosalario,horas_trabajo,nivel_de_opciones,años_de_trabajo,numero_capacitaciones,años_jefe_actual,satisfaccion_entorno,satisfaccion_laboral,conciliacion_faimilar_laboral,implicacion_laboral,rendimiento,tiempo_prom_dia
No,Travel_Rarely,Sales,2,3,Marketing,1,3262,1,Sales Representative,Single,103120,1.0,Y,12,8,0,6.0,2,3,3.0,1.0,3.0,3,3,6.6348
No,Travel_Rarely,Research & Development,5,4,Medical,1,3263,3,Manager,Married,16750,1.0,Y,16,8,0,3.0,6,2,1.0,4.0,2.0,2,3,7.3471
No,Travel_Rarely,Research & Development,20,3,Medical,1,3264,1,Laboratory Technician,Married,25230,3.0,Y,13,8,1,7.0,2,2,4.0,3.0,3.0,3,3,6.8731
No,Travel_Frequently,Research & Development,10,4,Medical,1,3265,2,Manufacturing Director,Married,65670,1.0,Y,13,8,1,8.0,3,7,3.0,2.0,3.0,4,3,5.9777
No,Travel_Rarely,Research & Development,10,3,Life Sciences,1,3266,3,Healthcare Representative,Married,47390,5.0,Y,24,8,2,6.0,2,2,3.0,1.0,3.0,3,4,7.3739
No,Travel_Frequently,Research & Development,9,4,Medical,1,3267,1,Manufacturing Director,Divorced,92080,1.0,Y,15,8,1,24.0,2,9,2.0,4.0,2.0,4,3,7.2707
Yes,Travel_Rarely,Sales,2,3,Medical,1,3268,4,Manufacturing Director,Married,45590,1.0,Y,18,8,1,1.0,2,0,3.0,1.0,3.0,2,3,7.8232
No,Non-Travel,Sales,1,5,Marketing,1,3269,1,Manufacturing Director,Divorced,81890,1.0,Y,14,8,1,1.0,3,0,3.0,2.0,3.0,3,3,6.5129
No,Travel_Rarely,Research & Development,29,3,Life Sciences,1,3270,2,Manufacturing Director,Married,29420,8.0,Y,11,8,1,9.0,1,4,4.0,3.0,3.0,2,3,5.7662
No,Travel_Rarely,Research & Development,8,4,Life Sciences,1,3271,2,Sales Executive,Married,49410,5.0,Y,11,8,1,30.0,3,3,3.0,3.0,3.0,1,3,5.906
Yes,Travel_Rarely,Sales,2,4,Marketing,1,3272,4,Research Scientist,Married,106500,1.0,Y,13,8,2,1.0,2,0,2.0,1.0,3.0,4,3,10.0259
No,Travel_Rarely,Research & Development,3,4,Life Sciences,1,3273,4,Manufacturing Director,Married,59020,0.0,Y,12,8,1,14.0,2,7,3.0,3.0,4.0,3,3,6.5355
Yes,Travel_Rarely,Research & Development,23,5,Life Sciences,1,3274,1,Human Resources,Single,86390,5.0,Y,16,8,2,6.0,3,2,1.0,1.0,3.0,2,3,7.7716
No,Travel_Rarely,Research & Development,6,4,Other,1,3275,2,Manager,Married,63470,1.0,Y,14,8,0,26.0,2,0,3.0,4.0,2.0,4,3,9.1221
No,Travel_Rarely,Sales,6,3,Medical,1,3276,2,Sales Executive,Married,42000,0.0,Y,22,8,0,10.0,3,5,3.0,2.0,3.0,3,4,7.3772
No,Travel_Rarely,Research & Development,10,3,Other,1,3277,1,Research Scientist,Married,34520,1.0,Y,11,8,0,10.0,3,7,3.0,3.0,3.0,2,3,7.0969
Yes,Travel_Rarely,Research & Development,24,3,Other,1,3278,2,Research Scientist,Single,43170,7.0,Y,17,8,0,40.0,2,8,4.0,2.0,3.0,3,3,8.3168
No,Travel_Rarely,Sales,10,4,Marketing,1,3279,1,Research Scientist,Single,26320,3.0,Y,13,8,3,7.0,3,2,4.0,3.0,3.0,4,3,7.1662
No,Travel_Rarely,Sales,15,1,Marketing,1,3280,2,Laboratory Technician,Married,46680,9.0,Y,18,8,2,8.0,2,2,4.0,4.0,3.0,3,3,10.129
Yes,Travel_Rarely,Research & Development,19,4,Medical,1,3281,2,Sales Executive,Single,32040,6.0,Y,16,8,1,5.0,4,1,3.0,3.0,2.0,2,3,6.0488
No,Travel_Rarely,Research & Development,2,3,Life Sciences,1,3282,2,Healthcare Representative,Married,27200,4.0,Y,14,8,1,8.0,3,4,3.0,2.0,3.0,3,3,6.4583
No,Travel_Rarely,Research & Development,3,1,Medical,1,3283,2,Manufacturing Director,Married,171810,1.0,Y,14,8,0,14.0,2,8,3.0,3.0,3.0,2,3,7.5788
No,Travel_Frequently,Sales,9,3,Marketing,1,3284,3,Manufacturing Director,Single,22380,6.0,Y,14,8,0,10.0,3,0,1.0,3.0,3.0,3,3,6.5719
No,Travel_Rarely,Research & Development,7,3,Technical Degree,1,3285,2,Research Director,Single,14830,5.0,Y,13,8,0,12.0,3,0,3.0,4.0,2.0,3,3,8.9943
No,Travel_Rarely,Research & Development,10,4,Life Sciences,1,3286,1,Research Director,Single,56050,1.0,Y,12,8,2,1.0,2,0,2.0,3.0,3.0,3,3,6.3868
No,Travel_Rarely,Research & Development,20,2,Medical,1,3287,2,Sales Representative,Married,72950,1.0,Y,15,8,0,10.0,3,8,2.0,2.0,2.0,3,3,7.1554
No,Travel_Frequently,Sales,4,3,Medical,1,3288,2,Research Scientist,Divorced,23060,2.0,Y,19,8,1,13.0,5,2,1.0,1.0,2.0,3,3,7.2486
No,Travel_Frequently,Research & Development,7,4,Life Sciences,1,3289,3,Laboratory Technician,Single,23480,1.0,Y,14,8,1,6.0,3,3,3.0,4.0,3.0,3,3,6.7061
Yes,Travel_Rarely,Sales,7,2,Life Sciences,1,3290,2,Healthcare Representative,Married,89980,1.0,Y,14,8,2,9.0,2,7,3.0,4.0,4.0,4,3,5.7554
Yes,Travel_Rarely,Human Resources,16,3,Technical Degree,1,3291,4,Manufacturing Director,Single,43190,4.0,Y,11,8,0,12.0,3,3,3.0,4.0,2.0,4,3,5.8148
No,Travel_Rarely,Research & Development,25,2,Medical,1,3292,2,Healthcare Representative,Married,61320,6.0,Y,13,8,0,22.0,3,0,2.0,1.0,3.0,2,3,7.1224
No,Travel_Rarely,Sales,2,4,Medical,1,3293,2,Manager,Divorced,33460,1.0,Y,21,8,1,9.0,2,8,3.0,4.0,3.0,2,4,9.769
No,Travel_Rarely,Research & Development,1,3,Medical,1,3294,1,Research Director,Single,108550,3.0,Y,13,8,1,17.0,2,6,3.0,3.0,4.0,3,3,6.5012
No,Travel_Rarely,Sales,1,2,Technical Degree,1,3295,1,Sales Executive,Married,22310,1.0,Y,12,8,0,8.0,3,5,2.0,2.0,3.0,2,3,9.1835
No,Travel_Rarely,Sales,2,5,Life Sciences,1,3296,4,Research Scientist,Married,23230,0.0,Y,17,8,0,4.0,2,2,3.0,3.0,1.0,3,3,6.4082
Yes,Travel_Frequently,Research & Development,22,4,Other,1,3297,1,Sales Executive,Married,20240,1.0,Y,23,8,0,8.0,2,7,3.0,3.0,3.0,3,4,7.4446
No,Non-Travel,Sales,1,3,Technical Degree,1,3298,1,Sales Executive,Married,27130,1.0,Y,11,8,0,0.0,2,0,4.0,4.0,2.0,3,3,6.8014
No,Travel_Rarely,Sales,16,3,Medical,1,3299,3,Research Scientist,Married,94390,2.0,Y,15,8,3,29.0,0,17,1.0,3.0,2.0,3,3,5.816
No,Travel_Rarely,Sales,24,5,Medical,1,3300,1,Sales Executive,Single,25660,9.0,Y,11,8,1,10.0,3,3,4.0,2.0,2.0,3,3,5.9347
No,Travel_Rarely,Research & Development,17,3,Medical,1,3301,1,Laboratory Technician,Single,199260,7.0,Y,11,8,3,6.0,5,1,1.0,1.0,2.0,4,3,6.0903
No,Travel_Rarely,Research & Development,8,4,Life Sciences,1,3302,3,Laboratory Technician,Divorced,24510,1.0,Y,13,8,1,9.0,3,8,1.0,1.0,3.0,2,3,5.6554
No,Travel_Rarely,Sales,6,4,Medical,1,3303,2,Manager,Single,94190,1.0,Y,24,8,1,6.0,5,1,3.0,1.0,2.0,2,4,6.3879
No,Travel_Rarely,Sales,10,4,Marketing,1,3304,3,Manager,Married,86860,1.0,Y,13,8,0,18.0,2,11,2.0,4.0,2.0,3,3,9.1069
No,Travel_Rarely,Research & Development,3,4,Medical,1,3305,4,Sales Executive,Divorced,30380,2.0,Y,20,8,0,8.0,3,3,2.0,4.0,2.0,3,4,7.576
No,Travel_Frequently,Research & Development,4,5,Medical,1,3306,5,Sales Representative,Divorced,30580,9.0,Y,14,8,1,10.0,2,3,2.0,4.0,2.0,3,3,5.8861
No,Travel_Rarely,Sales,6,3,Marketing,1,3307,4,Sales Executive,Married,23250,7.0,Y,18,8,1,35.0,1,4,1.0,4.0,3.0,4,3,10.3302
No,Travel_Rarely,Research & Development,1,5,Technical Degree,1,3308,2,Healthcare Representative,Divorced,20880,4.0,Y,15,8,3,18.0,2,2,4.0,1.0,3.0,3,3,8.194
No,Travel_Rarely,Sales,10,3,Marketing,1,3309,1,Human Resources,Married,30720,5.0,Y,12,8,0,9.0,4,3,3.0,3.0,2.0,1,3,5.9881
No,Travel_Frequently,Research & Development,1,1,Life Sciences,1,3310,2,Laboratory Technician,Married,50060,3.0,Y,16,8,1,31.0,2,0,3.0,4.0,3.0,3,3,7.1911
No,Travel_Rarely,Sales,24,2,Life Sciences,1,3311,4,Laboratory Technician,Divorced,42570,4.0,Y,15,8,0,9.0,2,0,4.0,3.0,3.0,3,3,5.7145
No,Travel_Rarely,Research & Development,21,4,Life Sciences,1,3312,1,Healthcare Representative,Divorced,25000,1.0,Y,16,8,2,6.0,3,4,2.0,4.0,3.0,3,3,5.8089
No,Travel_Rarely,Research & Development,2,2,Life Sciences,1,3313,1,Sales Representative,Married,11020,6.0,Y,19,8,0,4.0,3,2,4.0,4.0,1.0,2,3,6.3893
No,Travel_Rarely,Research & Development,22,3,Medical,1,3314,1,Laboratory Technician,Married,104530,2.0,Y,11,8,1,10.0,2,2,1.0,4.0,2.0,3,3,10.8811
No,Travel_Frequently,Sales,13,4,Life Sciences,1,3315,2,Laboratory Technician,Single,22880,5.0,Y,16,8,1,8.0,4,2,2.0,4.0,3.0,2,3,7.741
No,Travel_Rarely,Research & Development,14,3,Other,1,3316,2,Research Scientist,Married,39290,0.0,Y,24,8,0,6.0,6,3,1.0,1.0,3.0,2,4,7.2907
No,Travel_Rarely,Sales,11,3,Life Sciences,1,3317,1,Laboratory Technician,Married,23110,1.0,Y,11,8,1,5.0,2,3,3.0,1.0,3.0,3,3,10.2396
No,Travel_Rarely,Research & Development,9,2,Life Sciences,1,3318,1,Healthcare Representative,Married,31400,1.0,Y,13,8,1,17.0,2,15,4.0,3.0,3.0,2,3,8.3986
Yes,Travel_Frequently,Sales,8,2,Marketing,1,3319,1,Laboratory Technician,Divorced,36900,1.0,Y,13,8,1,10.0,2,8,4.0,2.0,2.0,4,3,9.722
No,Non-Travel,Research & Development,21,3,Life Sciences,1,3320,1,Sales Executive,Divorced,44500,0.0,Y,13,8,0,4.0,3,2,4.0,4.0,3.0,3,3,7.4785
No,Travel_Rarely,Sales,5,3,Marketing,1,3321,4,Research Scientist,Married,27560,1.0,Y,12,8,2,5.0,2,3,3.0,1.0,4.0,3,3,7.1493
No,Travel_Rarely,Sales,9,3,Technical Degree,1,3322,2,Sales Representative,Married,190330,2.0,Y,18,8,1,7.0,5,2,3.0,1.0,3.0,3,3,6.9777
No,Non-Travel,Research & Development,2,5,Technical Degree,1,3323,2,Healthcare Representative,Married,187220,0.0,Y,22,8,1,6.0,3,4,1.0,4.0,2.0,3,4,6.977
No,Travel_Frequently,Research & Development,12,5,Medical,1,3324,1,Research Scientist,Married,95470,1.0,Y,13,8,1,10.0,3,3,2.0,2.0,3.0,2,3,6.6852
No,Travel_Rarely,Sales,22,2,Medical,1,3325,1,Sales Executive,Married,137340,0.0,Y,13,8,0,3.0,3,2,2.0,2.0,3.0,4,3,6.6961
No,Travel_Rarely,Research & Development,18,1,Technical Degree,1,3326,2,Research Scientist,Married,199990,2.0,Y,23,8,1,17.0,6,3,3.0,4.0,2.0,3,4,8.8414
No,Travel_Rarely,Research & Development,16,3,Life Sciences,1,3327,3,Sales Executive,Married,22790,3.0,Y,12,8,1,8.0,3,2,4.0,4.0,3.0,3,3,9.4483
Yes,Travel_Rarely,Sales,3,3,Marketing,1,3328,3,Laboratory Technician,Divorced,59160,6.0,Y,12,8,0,5.0,2,2,2.0,3.0,3.0,3,3,8.8492
No,Travel_Rarely,Research & Development,9,3,Life Sciences,1,3329,1,Sales Representative,Married,20890,5.0,Y,16,8,0,28.0,2,2,1.0,4.0,3.0,2,3,5.9537
No,Travel_Rarely,Research & Development,1,3,Life Sciences,1,3330,3,Healthcare Representative,Married,167920,3.0,Y,12,8,1,16.0,3,8,4.0,2.0,3.0,4,3,6.7049
No,Travel_Frequently,Research & Development,13,4,Life Sciences,1,3331,3,Human Resources,Married,35640,5.0,Y,11,8,0,10.0,1,0,3.0,4.0,3.0,1,3,7.193
No,Travel_Rarely,Research & Development,1,1,Medical,1,3332,1,Sales Executive,Single,44250,6.0,Y,22,8,1,33.0,2,8,4.0,4.0,3.0,4,4,6.4316
No,Travel_Frequently,Research & Development,1,3,Medical,1,3333,1,Laboratory Technician,Married,52650,4.0,Y,11,8,1,12.0,4,2,4.0,4.0,2.0,3,3,7.0111
No,Travel_Rarely,Sales,15,4,Marketing,1,3334,3,Research Director,Married,65530,0.0,Y,15,8,0,8.0,2,7,3.0,4.0,3.0,3,3,10.3414
No,Non-Travel,Research & Development,1,5,Medical,1,3335,2,Research Scientist,Single,62610,1.0,Y,12,8,0,10.0,1,9,1.0,2.0,3.0,3,3,8.0834
No,Non-Travel,Research & Development,17,3,Medical,1,3336,1,Laboratory Technician,Divorced,42980,1.0,Y,20,8,1,31.0,6,7,1.0,1.0,3.0,3,4,6.3923
No,Travel_Rarely,Research & Development,1,3,Other,1,3337,3,Human Resources,Married,68040,8.0,Y,14,8,1,13.0,3,4,4.0,4.0,3.0,2,3,6.4137
No,Travel_Rarely,Sales,7,3,Life Sciences,1,3338,2,Manufacturing Director,Divorced,38150,3.0,Y,11,8,1,7.0,3,3,4.0,2.0,4.0,3,3,8.9876
Yes,Travel_Rarely,Research & Development,9,1,Medical,1,3339,1,Laboratory Technician,Single,27410,1.0,Y,15,8,1,1.0,5,1,1.0,4.0,1.0,2,3,9.8864
No,Travel_Rarely,Research & Development,5,4,Life Sciences,1,3340,4,Healthcare Representative,Divorced,66730,6.0,Y,12,8,1,8.0,2,3,1.0,4.0,3.0,4,3,6.2084
No,Travel_Rarely,Research & Development,26,2,Life Sciences,1,3341,2,Manufacturing Director,Married,76390,1.0,Y,14,8,0,8.0,6,1,2.0,1.0,3.0,3,3,8.9976
No,Travel_Rarely,Sales,24,5,Life Sciences,1,3342,1,Research Scientist,Single,23280,1.0,Y,11,8,2,4.0,3,2,1.0,4.0,3.0,3,3,5.9072
Yes,Travel_Frequently,Sales,9,2,Technical Degree,1,3343,1,Sales Executive,Divorced,21530,9.0,Y,11,8,0,3.0,3,0,4.0,4.0,2.0,3,3,10.2194
No,Travel_Rarely,Sales,7,4,Marketing,1,3344,2,Sales Executive,Divorced,48760,4.0,Y,16,8,2,4.0,4,0,1.0,2.0,4.0,3,3,6.1471
Yes,Travel_Rarely,Research & Development,11,3,Medical,1,3345,2,Sales Executive,Single,93960,1.0,Y,12,8,0,2.0,6,2,3.0,3.0,2.0,1,3,6.6316
Yes,Travel_Rarely,Research & Development,1,3,Medical,1,3346,2,Sales Executive,Single,104000,1.0,Y,13,8,1,1.0,2,0,4.0,4.0,2.0,3,3,7.6382
No,Travel_Rarely,Research & Development,26,4,Medical,1,3347,1,Laboratory Technician,Married,84740,0.0,Y,14,8,0,17.0,3,11,3.0,4.0,2.0,3,3,10.2472
No,Travel_Rarely,Research & Development,2,3,Life Sciences,1,3348,2,Manufacturing Director,Single,99810,1.0,Y,21,8,1,3.0,3,2,4.0,4.0,2.0,3,4,8.2955
Yes,Travel_Rarely,Research & Development,15,4,Life Sciences,1,3349,1,Laboratory Technician,Married,124900,0.0,Y,13,8,0,4.0,3,2,2.0,3.0,4.0,3,3,9.0925
Yes,Travel_Rarely,Research & Development,23,3,Life Sciences,1,3350,2,Sales Executive,Divorced,26570,4.0,Y,11,8,0,10.0,3,0,2.0,4.0,2.0,4,3,9.7751
No,Travel_Rarely,Research & Development,10,3,Life Sciences,1,3351,3,Manager,Divorced,135910,5.0,Y,20,8,1,6.0,2,2,3.0,3.0,3.0,3,4,7.3326
Yes,Travel_Rarely,Research & Development,10,4,Life Sciences,1,3352,4,Human Resources,Married,66960,7.0,Y,11,8,0,8.0,3,2,4.0,1.0,1.0,3,3,10.063
No,Travel_Rarely,Research & Development,1,3,Medical,1,3353,1,Research Scientist,Single,20580,1.0,Y,14,8,1,1.0,5,0,2.0,3.0,3.0,3,3,7.2766
No,Travel_Rarely,Research & Development,12,2,Technical Degree,1,3354,2,Human Resources,Divorced,88650,1.0,Y,11,8,1,1.0,0,0,2.0,2.0,3.0,3,3,7.5701
No,Travel_Rarely,Sales,11,1,Technical Degree,1,3355,2,Human Resources,Single,59400,7.0,Y,16,8,0,10.0,2,3,3.0,3.0,3.0,2,3,6.2846
No,Travel_Rarely,Sales,2,3,Marketing,1,3356,1,Sales Executive,Single,59140,3.0,Y,16,8,1,6.0,4,2,3.0,1.0,3.0,3,3,10.005
No,Travel_Rarely,Research & Development,2,4,Life Sciences,1,3357,1,Research Scientist,Divorced,26220,2.0,Y,23,8,0,24.0,3,4,3.0,2.0,3.0,3,4,7.9293
No,Travel_Rarely,Sales,1,3,Life Sciences,1,3358,1,Sales Representative,Married,121850,3.0,Y,14,8,0,13.0,2,2,2.0,3.0,4.0,3,3,5.8838
No,Travel_Rarely,Research & Development,2,1,Life Sciences,1,3359,3,Healthcare Representative,Married,106090,1.0,Y,22,8,0,10.0,3,7,4.0,4.0,1.0,3,4,9.9723
No,Travel_Rarely,Research & Development,25,2,Life Sciences,1,3360,2,Sales Executive,Married,43450,4.0,Y,15,8,0,29.0,3,7,1.0,2.0,2.0,2,3,6.8078
No,Travel_Rarely,Research & Development,1,4,Medical,1,3361,1,Research Scientist,Married,21770,4.0,Y,18,8,0,13.0,4,0,4.0,3.0,2.0,3,3,6.4243
No,Non-Travel,Research & Development,1,2,Technical Degree,1,3362,2,Sales Executive,Married,27930,1.0,Y,16,8,0,9.0,4,0,4.0,3.0,2.0,3,3,6.6056
No,Travel_Rarely,Human Resources,2,4,Technical Degree,1,3363,1,Sales Executive,Single,79180,2.0,Y,12,8,2,8.0,3,1,2.0,4.0,3.0,2,3,6.0136
No,Travel_Rarely,Sales,6,3,Other,1,3364,2,Sales Executive,Married,87890,1.0,Y,11,8,3,15.0,4,11,4.0,1.0,3.0,3,3,6.5725
No,Non-Travel,Sales,18,3,Marketing,1,3365,1,Laboratory Technician,Married,23890,6.0,Y,12,8,1,5.0,4,2,3.0,2.0,3.0,2,3,6.9008
Yes,Travel_Rarely,Research & Development,1,2,Life Sciences,1,3366,1,Sales Executive,Married,32120,1.0,Y,15,8,1,1.0,3,0,3.0,2.0,3.0,2,3,8.583
No,Travel_Rarely,Research & Development,1,4,Medical,1,3367,2,Research Scientist,Divorced,192320,2.0,Y,14,8,1,11.0,3,0,1.0,2.0,2.0,3,3,5.6707
No,Travel_Frequently,Sales,11,3,Marketing,1,3368,2,Healthcare Representative,Single,22670,1.0,Y,19,8,3,7.0,2,7,3.0,1.0,3.0,2,3,7.4601
No,Travel_Rarely,Research & Development,1,4,Medical,1,3369,1,Research Scientist,Single,195170,2.0,Y,13,8,0,20.0,5,17,4.0,1.0,3.0,3,3,10.3532
No,Travel_Rarely,Research & Development,9,3,Life Sciences,1,3370,2,Healthcare Representative,Single,24360,4.0,Y,13,8,0,16.0,3,9,3.0,3.0,3.0,1,3,6.898
Yes,Travel_Rarely,Research & Development,15,3,Life Sciences,1,3371,2,Research Scientist,Single,160640,1.0,Y,15,8,1,1.0,3,0,4.0,2.0,4.0,3,3,10.4062
Yes,Travel_Rarely,Research & Development,29,3,Life Sciences,1,3372,3,Laboratory Technician,Single,27070,1.0,Y,11,8,0,1.0,2,0,1.0,1.0,3.0,3,3,5.7977
No,Travel_Rarely,Research & Development,1,4,Life Sciences,1,3373,4,Research Director,Married,190680,0.0,Y,12,8,0,10.0,1,5,4.0,4.0,1.0,3,3,7.6015
No,Travel_Frequently,Sales,1,3,Marketing,1,3374,1,Research Scientist,Divorced,39310,8.0,Y,19,8,0,3.0,2,0,4.0,2.0,3.0,2,3,7.8044
No,Travel_Rarely,Research & Development,24,3,Life Sciences,1,3375,4,Laboratory Technician,Married,37300,1.0,Y,25,8,1,8.0,4,3,3.0,1.0,4.0,3,4,7.6276
Yes,Travel_Rarely,Research & Development,10,3,Medical,1,3376,3,Sales Executive,Married,22320,1.0,Y,12,8,1,16.0,2,7,3.0,4.0,3.0,3,3,9.5644
No,Travel_Rarely,Research & Development,1,4,Medical,1,3377,4,Manufacturing Director,Single,44650,0.0,Y,13,8,0,6.0,3,4,2.0,4.0,3.0,3,3,5.8481
Yes,Travel_Rarely,Sales,10,4,Marketing,1,3378,3,Human Resources,Married,30720,5.0,Y,14,8,0,17.0,3,7,1.0,3.0,1.0,2,3,5.9234
No,Non-Travel,Research & Development,8,1,Life Sciences,1,3379,2,Sales Executive,Married,33190,1.0,Y,12,8,1,9.0,3,8,3.0,2.0,2.0,3,3,5.9418
No,Travel_Frequently,Research & Development,29,1,Life Sciences,1,3380,1,Sales Representative,Married,192020,1.0,Y,12,8,0,3.0,5,2,3.0,4.0,3.0,3,3,7.4192
No,Travel_Rarely,Human Resources,1,3,Human Resources,1,3381,3,Laboratory Technician,Married,136750,1.0,Y,15,8,3,5.0,5,0,3.0,3.0,3.0,2,3,5.866
No,Travel_Rarely,Research & Development,5,4,Other,1,3382,1,Laboratory Technician,Married,29110,2.0,Y,17,8,2,26.0,3,8,4.0,4.0,2.0,3,3,6.334
Yes,Travel_Rarely,Sales,9,2,Medical,1,3383,4,Sales Executive,Single,59570,4.0,Y,14,8,1,7.0,2,0,4.0,3.0,3.0,1,3,6.8999
No,Travel_Rarely,Research & Development,9,3,Technical Degree,1,3384,1,Manager,Divorced,39200,6.0,Y,16,8,1,22.0,3,2,3.0,3.0,4.0,3,3,6.2336
No,Travel_Rarely,Sales,3,4,Marketing,1,3385,1,Sales Executive,Divorced,64340,5.0,Y,14,8,1,10.0,3,7,3.0,3.0,4.0,2,3,7.4265
No,Non-Travel,Sales,4,3,Life Sciences,1,3386,2,Research Director,Single,100480,1.0,Y,23,8,1,6.0,2,3,3.0,4.0,3.0,3,4,7.5635
No,Travel_Rarely,Sales,1,2,Life Sciences,1,3387,2,Healthcare Representative,Divorced,109380,6.0,Y,14,8,2,12.0,2,8,4.0,4.0,3.0,1,3,6.982
No,Travel_Rarely,Sales,1,1,Marketing,1,3388,2,Research Scientist,Single,23400,0.0,Y,11,8,1,9.0,2,7,3.0,3.0,3.0,2,3,6.0048
Yes,Non-Travel,Research & Development,2,4,Life Sciences,1,3389,1,Human Resources,Single,65450,4.0,Y,15,8,0,22.0,2,0,2.0,2.0,2.0,3,3,9.1669
No,Travel_Frequently,Research & Development,7,4,Life Sciences,1,3390,3,Sales Executive,Divorced,69310,1.0,Y,11,8,0,20.0,3,7,3.0,3.0,4.0,3,3,9.9171
No,Non-Travel,Sales,28,1,Life Sciences,1,3391,2,Research Scientist,Divorced,48980,4.0,Y,13,8,1,12.0,3,7,1.0,4.0,3.0,3,3,6.2499
Yes,Non-Travel,Research & Development,28,4,Medical,1,3392,2,Research Scientist,Single,25930,0.0,Y,21,8,0,4.0,2,2,3.0,1.0,3.0,3,4,8.0656
No,Non-Travel,Sales,15,3,Other,1,3393,4,Research Director,Single,194360,1.0,Y,19,8,2,10.0,4,0,4.0,3.0,3.0,3,3,7.3763
Yes,Travel_Rarely,Human Resources,3,5,Life Sciences,1,3394,1,Sales Executive,Single,27230,6.0,Y,11,8,1,3.0,2,0,4.0,1.0,3.0,2,3,9.9104
No,Travel_Rarely,Research & Development,2,2,Technical Degree,1,3395,2,Laboratory Technician,Single,34790,3.0,Y,12,8,0,5.0,3,2,2.0,4.0,3.0,3,3,6.8807
No,Travel_Rarely,Research & Development,26,1,Medical,1,3396,3,Healthcare Representative,Divorced,27940,3.0,Y,19,8,1,8.0,2,2,4.0,4.0,3.0,3,3,6.8699
No,Travel_Rarely,Sales,10,1,Life Sciences,1,3397,1,Manufacturing Director,Divorced,52490,9.0,Y,21,8,2,32.0,2,3,4.0,4.0,2.0,2,4,7.1502
No,Travel_Frequently,Sales,1,3,Marketing,1,3398,2,Human Resources,Married,21760,1.0,Y,14,8,1,6.0,2,2,3.0,2.0,3.0,2,3,8.547
No,Travel_Frequently,Sales,11,3,Other,1,3399,1,Laboratory Technician,Divorced,168720,2.0,Y,15,8,1,21.0,2,11,1.0,3.0,4.0,3,3,7.6751
No,Travel_Rarely,Research & Development,20,4,Other,1,3400,2,Manufacturing Director,Married,34850,9.0,Y,17,8,2,4.0,2,2,3.0,2.0,3.0,3,3,6.9278
No,Non-Travel,Sales,2,3,Medical,1,3401,1,Sales Executive,Married,66440,1.0,Y,12,8,0,9.0,3,8,4.0,1.0,3.0,4,3,8.462
No,Travel_Rarely,Sales,18,4,Medical,1,3402,2,Research Scientist,Single,55820,1.0,Y,16,8,0,9.0,3,7,4.0,4.0,3.0,3,3,7.753
Yes,Travel_Rarely,Sales,2,3,Life Sciences,1,3403,2,Healthcare Representative,Married,40000,4.0,Y,12,8,0,7.0,5,1,1.0,3.0,3.0,2,3,9.8593
No,Travel_Rarely,Research & Development,1,3,Technical Degree,1,3404,2,Sales Executive,Married,134960,3.0,Y,18,8,1,22.0,3,5,4.0,3.0,3.0,3,3,8.878
No,Travel_Frequently,Research & Development,13,3,Technical Degree,1,3405,1,Manufacturing Director,Married,32100,0.0,Y,17,8,2,3.0,5,2,3.0,3.0,2.0,2,3,7.1914
No,Travel_Rarely,Research & Development,28,3,Medical,1,3406,3,Human Resources,Divorced,190450,6.0,Y,11,8,3,13.0,2,7,4.0,3.0,3.0,3,3,6.7268
No,Travel_Rarely,Sales,28,3,Life Sciences,1,3407,1,Healthcare Representative,Divorced,118490,1.0,Y,16,8,1,5.0,3,2,4.0,3.0,3.0,3,3,6.1099
Yes,Travel_Rarely,Sales,24,3,Medical,1,3408,3,Healthcare Representative,Divorced,20700,1.0,Y,13,8,3,5.0,1,2,3.0,2.0,1.0,2,3,8.9469
No,Travel_Frequently,Research & Development,5,2,Technical Degree,1,3409,2,Sales Executive,Married,65020,1.0,Y,12,8,0,4.0,3,3,3.0,1.0,3.0,3,3,6.1064
No,Non-Travel,Sales,5,4,Other,1,3410,2,Manager,Single,32300,1.0,Y,12,8,1,0.0,3,0,2.0,4.0,3.0,3,3,6.0208
No,Travel_Rarely,Sales,23,3,Medical,1,3411,1,Laboratory Technician,Married,136030,8.0,Y,13,8,1,22.0,2,8,3.0,3.0,3.0,3,3,6.0167
No,Travel_Rarely,Research & Development,6,4,Medical,1,3412,1,Manufacturing Director,Divorced,119960,1.0,Y,19,8,2,16.0,3,1,3.0,3.0,2.0,3,3,8.9052
No,Travel_Rarely,Research & Development,4,3,Life Sciences,1,3413,5,Healthcare Representative,Married,56050,0.0,Y,12,8,1,9.0,0,7,2.0,1.0,2.0,2,3,9.5919
Yes,Travel_Rarely,Research & Development,2,2,Life Sciences,1,3414,2,Research Scientist,Single,63970,1.0,Y,17,8,1,1.0,3,0,4.0,1.0,3.0,3,3,7.7502
Yes,Travel_Frequently,Research & Development,8,4,Medical,1,3415,1,Sales Executive,Single,191440,0.0,Y,11,8,0,4.0,3,2,2.0,2.0,3.0,3,3,7.4344
No,Travel_Rarely,Sales,1,3,Marketing,1,3416,2,Research Scientist,Married,175840,1.0,Y,20,8,0,8.0,2,3,4.0,4.0,3.0,3,4,7.678
