años_de_trabajo,años_jefe_actual,satisfaccion_entorno,satisfaccion_laboral,tiempo_prom_dia,frecuencia_viajes_Non-Travel,frecuencia_viajes_Travel_Frequently,estado_civil_Divorced,estado_civil_Single,numero_capacitaciones_2
11.0,10,4.0,4.0,7.5073,0,1,0,0,0
6.0,2,1.0,2.0,6.0704,0,0,0,0,0
8.0,4,4.0,4.0,9.6545,0,0,0,1,0
12.0,9,3.0,4.0,8.557,0,0,1,0,0
7.0,2,4.0,4.0,6.0629,0,0,1,0,0
7.0,7,4.0,4.0,7.701,0,0,0,1,1
7.0,7,4.0,4.0,7.5092,0,0,0,1,1
4.0,2,4.0,4.0,6.3893,0,0,0,0,0
1.0,0,3.0,4.0,10.1725,0,0,0,0,0
6.0,2,2.0,4.0,10.0676,0,0,0,1,1
6.0,2,4.0,4.0,7.4178,0,0,0,1,1
6.0,2,4.0,3.0,5.4793,0,0,0,0,0
6.0,2,1.0,3.0,7.3217,0,0,0,0,0
6.0,3,1.0,3.0,7.6058,0,0,1,0,0
21.0,10,3.0,4.0,7.7574,0,0,0,0,1
6.0,0,4.0,3.0,5.8245,1,0,0,1,0
9.0,7,4.0,2.0,6.8326,0,0,0,0,1
13.0,7,4.0,2.0,7.5739,0,0,0,0,1
20.0,0,2.0,3.0,7.045,0,0,0,0,1
15.0,12,1.0,4.0,8.0759,0,1,0,1,1
22.0,8,2.0,1.0,7.5981,0,0,0,0,1
10.0,7,4.0,3.0,6.2907,0,0,0,0,0
7.0,1,3.0,2.0,7.2069,0,0,0,0,1
15.0,10,1.0,4.0,5.6092,0,0,0,0,0
10.0,2,4.0,4.0,5.7811,0,0,1,0,1
10.0,8,4.0,3.0,9.9968,0,0,0,1,0
26.0,0,2.0,3.0,7.2005,0,0,0,1,0
21.0,6,2.0,3.0,8.4366,0,1,1,0,0
10.0,8,1.0,4.0,5.7092,0,0,0,1,1
12.0,0,3.0,2.0,5.4878,0,0,1,0,1
9.0,7,1.0,3.0,7.0447,0,0,0,1,0
10.0,7,4.0,1.0,5.6812,0,1,0,1,1
15.0,7,2.0,4.0,6.5413,1,0,1,0,0
9.0,3,2.0,1.0,8.9386,0,0,1,0,0
3.0,2,1.0,3.0,5.5132,0,0,0,0,0
24.0,4,3.0,2.0,7.9862,0,0,1,0,0
10.0,2,1.0,4.0,7.2102,0,0,0,0,0
4.0,0,3.0,3.0,8.1689,0,0,1,0,0
16.0,7,4.0,2.0,7.4655,0,0,0,1,0
19.0,9,4.0,4.0,6.9957,0,1,0,0,0
1.0,0,4.0,2.0,7.198,1,0,0,0,0
9.0,4,4.0,3.0,5.7426,0,0,0,0,0
16.0,10,1.0,2.0,8.2436,0,0,0,1,1
9.0,2,1.0,4.0,7.6062,0,0,0,1,0
10.0,2,1.0,1.0,6.0994,0,0,0,1,0
3.0,1,3.0,4.0,5.8421,0,0,0,0,0
23.0,0,3.0,3.0,6.1049,0,0,0,1,0
10.0,7,2.0,4.0,6.7098,1,0,0,1,0
22.0,15,3.0,4.0,5.9855,0,0,0,0,1
23.0,15,1.0,3.0,6.5179,0,0,0,1,1
9.0,3,3.0,2.0,5.6948,1,0,0,1,1
4.0,0,3.0,2.0,6.383,0,0,0,0,1
14.0,6,4.0,1.0,7.8728,0,0,0,0,0
22.0,13,2.0,3.0,7.1544,0,0,0,1,0
6.0,2,1.0,2.0,5.9005,0,0,0,0,0
15.0,2,3.0,4.0,9.0723,0,0,0,0,0
37.0,14,2.0,2.0,6.4452,1,0,1,0,0
16.0,9,2.0,1.0,5.7683,0,1,1,0,0
34.0,9,3.0,4.0,6.3774,0,0,0,0,1
6.0,0,3.0,1.0,6.2729,0,1,0,0,0
12.0,3,2.0,3.0,7.2286,0,1,0,1,1
10.0,7,2.0,1.0,7.1671,1,0,0,1,0
10.0,7,3.0,2.0,5.9007,0,0,0,1,1
10.0,7,4.0,3.0,10.1868,0,0,0,0,0
31.0,10,4.0,2.0,10.8538,0,1,1,0,0
3.0,2,3.0,4.0,7.6139,0,0,0,1,1
16.0,7,2.0,2.0,6.3796,0,0,0,0,1
10.0,3,4.0,2.0,6.0643,0,0,0,1,0
3.0,2,1.0,3.0,7.7347,1,0,0,0,0
10.0,5,1.0,1.0,5.7448,1,0,0,0,0
10.0,8,4.0,3.0,10.9373,0,0,1,0,1
7.0,7,2.0,4.0,6.6345,0,0,0,1,1
1.0,0,3.0,2.0,6.3723,0,0,0,0,0
17.0,7,4.0,4.0,7.2074,0,0,0,1,1
23.0,0,3.0,3.0,6.2085,0,0,0,1,0
3.0,2,1.0,4.0,7.4576,0,0,0,0,0
22.0,11,3.0,2.0,7.1259,0,1,0,0,1
8.0,7,3.0,3.0,7.4333,0,1,0,0,1
34.0,0,4.0,2.0,8.9682,1,0,1,0,0
2.0,2,3.0,3.0,6.9298,0,0,0,1,0
25.0,0,2.0,1.0,6.5612,0,0,1,0,0
26.0,10,2.0,2.0,6.4609,0,0,0,0,1
3.0,2,1.0,3.0,6.8206,0,0,0,0,0
1.0,0,3.0,4.0,6.8702,0,0,0,0,0
10.0,2,3.0,2.0,7.1645,1,0,0,0,0
32.0,7,1.0,2.0,6.6528,0,1,0,0,1
9.0,2,1.0,1.0,6.9488,0,1,0,0,1
6.0,4,3.0,4.0,5.7975,0,0,0,1,1
12.0,4,3.0,1.0,5.9856,0,0,0,0,0
8.0,3,2.0,4.0,7.576,0,0,1,0,0
7.0,7,2.0,1.0,9.6783,0,0,0,0,0
3.0,2,3.0,1.0,7.4285,0,0,0,0,0
10.0,7,2.0,4.0,6.974,0,0,0,0,0
6.0,4,4.0,4.0,6.2271,0,0,1,0,0
8.0,3,3.0,1.0,7.3297,0,0,1,0,0
7.0,2,1.0,3.0,8.2646,0,0,0,0,0
18.0,0,3.0,4.0,7.2581,0,0,1,0,1
1.0,0,1.0,2.0,8.0312,1,0,0,1,1
3.0,2,1.0,4.0,6.8135,0,0,1,0,0
20.0,8,1.0,3.0,9.2912,0,0,0,1,0
6.0,4,2.0,1.0,6.9634,0,0,0,0,0
21.0,6,2.0,4.0,7.0132,0,0,0,0,0
10.0,8,4.0,1.0,6.0588,0,0,0,1,0
8.0,0,3.0,1.0,6.3584,0,0,0,1,0
4.0,2,2.0,3.0,8.083,0,0,0,0,1
10.0,3,4.0,1.0,7.3862,1,0,0,0,0
27.0,2,1.0,3.0,7.6133,1,0,0,0,1
10.0,7,4.0,3.0,6.9777,1,0,0,1,0
8.0,7,3.0,3.0,7.4446,0,1,0,0,1
9.0,2,4.0,2.0,5.6694,0,0,0,1,1
37.0,2,4.0,4.0,6.1281,0,0,0,1,1
7.0,1,3.0,3.0,10.8697,0,0,0,0,0
15.0,11,4.0,1.0,6.5725,0,0,0,0,0
17.0,8,2.0,4.0,6.2493,0,0,0,1,0
5.0,4,3.0,3.0,6.4417,0,0,0,0,0
5.0,4,2.0,3.0,7.7146,0,0,0,0,0
5.0,3,2.0,4.0,10.0743,0,0,0,1,1
37.0,14,2.0,2.0,6.4664,1,0,1,0,0
4.0,2,2.0,4.0,9.7546,0,1,0,0,0
10.0,8,2.0,4.0,6.7576,0,0,0,0,0
1.0,0,3.0,2.0,5.5378,0,0,0,1,1
10.0,7,2.0,3.0,6.7605,0,0,0,0,0
24.0,4,3.0,2.0,7.778,0,0,1,0,0
11.0,0,1.0,2.0,5.6707,0,0,1,0,0
10.0,7,4.0,4.0,9.9723,0,0,0,0,0
15.0,9,2.0,3.0,5.6282,0,0,0,0,1
12.0,8,2.0,4.0,8.768,0,0,0,0,1
7.0,6,2.0,3.0,6.7547,0,0,0,0,0
5.0,3,1.0,3.0,7.7444,0,0,1,0,1
15.0,11,4.0,4.0,7.0588,1,0,1,0,0
12.0,7,1.0,4.0,6.127,0,0,0,1,0
12.0,7,2.0,3.0,6.9748,0,0,0,1,0
17.0,3,3.0,4.0,9.2288,0,0,0,0,0
10.0,0,2.0,3.0,6.9955,0,0,0,0,0
1.0,0,3.0,1.0,6.0386,1,0,1,0,0
6.0,4,2.0,1.0,6.4267,0,0,0,0,0
5.0,2,3.0,3.0,6.2578,0,0,0,0,0
10.0,8,2.0,4.0,7.025,0,0,0,0,1
22.0,8,2.0,3.0,7.035,0,0,0,0,1
4.0,3,4.0,3.0,6.1454,0,1,1,0,1
6.0,3,1.0,2.0,6.9935,0,0,0,0,1
10.0,7,3.0,3.0,7.7853,0,0,1,0,0
8.0,7,2.0,4.0,7.3181,0,1,0,1,0
1.0,0,3.0,3.0,9.0331,0,0,0,0,0
9.0,8,3.0,4.0,5.8581,0,0,0,1,0
1.0,0,3.0,1.0,6.9371,0,1,0,1,0
14.0,0,4.0,3.0,5.7109,0,0,0,0,0
4.0,2,4.0,2.0,7.5901,0,1,0,0,1
7.0,0,2.0,1.0,5.7494,0,0,1,0,0
24.0,8,1.0,3.0,8.4735,0,0,0,1,0
4.0,2,4.0,3.0,10.2343,1,0,0,0,0
9.0,1,4.0,3.0,6.5169,0,0,1,0,1
8.0,2,4.0,4.0,6.8699,0,0,1,0,1
9.0,4,4.0,1.0,7.8776,0,0,0,1,1
5.0,2,4.0,4.0,6.0666,0,1,1,0,1
31.0,10,4.0,2.0,10.2989,0,1,1,0,0
10.0,8,4.0,3.0,5.8158,0,0,0,1,0
10.0,7,1.0,1.0,9.9204,0,1,0,1,0
10.0,7,4.0,4.0,6.0974,0,0,0,1,0
14.0,8,3.0,3.0,7.5788,0,0,0,0,1
9.0,6,1.0,3.0,7.7173,0,1,0,1,0
5.0,1,3.0,3.0,5.7294,0,0,0,1,0
6.0,4,4.0,2.0,8.333,0,0,0,0,0
15.0,2,1.0,4.0,10.4885,1,0,1,0,1
26.0,10,2.0,2.0,6.4262,0,0,0,0,1
8.0,7,3.0,4.0,5.9479,0,1,0,0,0
5.0,2,2.0,1.0,7.2393,0,0,0,0,0
7.0,0,3.0,3.0,5.8552,1,0,0,0,0
14.0,8,4.0,3.0,6.5562,0,0,0,0,0
9.0,7,4.0,1.0,7.35,0,0,0,1,0
17.0,13,1.0,3.0,6.442,0,0,1,0,0
4.0,2,3.0,1.0,8.5964,0,0,0,1,0
13.0,12,2.0,1.0,5.9523,0,0,0,0,1
24.0,17,4.0,1.0,7.6227,0,0,0,0,0
8.0,0,2.0,2.0,5.553,0,0,0,0,0
10.0,8,3.0,3.0,5.8261,0,1,0,1,0
1.0,1,4.0,3.0,7.0557,0,0,0,0,1
14.0,2,2.0,2.0,6.9335,0,1,0,0,1
5.0,0,4.0,1.0,9.4757,1,0,0,0,0
10.0,6,4.0,4.0,7.0813,0,0,1,0,1
15.0,10,2.0,2.0,6.0064,0,0,0,0,0
5.0,2,2.0,4.0,7.3648,0,0,0,1,0
18.0,9,1.0,4.0,6.8502,1,0,0,1,0
13.0,4,4.0,4.0,6.7721,0,0,0,0,0
7.0,2,3.0,4.0,8.9941,0,0,0,1,0
21.0,10,2.0,1.0,5.9538,0,0,0,1,0
30.0,12,3.0,3.0,8.1261,0,0,0,0,0
9.0,5,2.0,1.0,7.0864,0,0,0,1,0
0.0,0,4.0,3.0,8.9878,0,0,0,1,1
0.0,0,3.0,4.0,5.4813,0,0,0,1,0
3.0,2,4.0,4.0,8.2955,0,0,0,1,0
17.0,2,1.0,4.0,7.4472,0,0,0,0,0
10.0,8,3.0,1.0,6.9788,0,0,0,1,0
10.0,0,4.0,4.0,7.07,0,0,0,0,1
9.0,1,3.0,1.0,6.4589,0,1,0,1,1
6.0,2,2.0,4.0,10.2349,0,0,0,1,1
6.0,0,3.0,4.0,8.375,0,0,1,0,0
2.0,2,4.0,4.0,8.4629,0,1,0,1,0
9.0,1,3.0,3.0,8.9323,0,1,0,1,1
2.0,2,4.0,2.0,9.7482,0,0,0,1,0
17.0,8,2.0,4.0,6.3351,0,0,0,1,0
22.0,15,3.0,4.0,5.9906,0,0,0,0,1
10.0,2,1.0,3.0,5.7992,1,0,0,0,0
10.0,3,1.0,3.0,6.7284,0,1,0,0,1
8.0,2,4.0,4.0,10.129,0,0,0,0,1
33.0,10,1.0,1.0,5.8664,0,0,0,0,0
9.0,1,4.0,4.0,9.0286,0,0,0,0,0
1.0,0,2.0,3.0,6.3868,0,0,0,1,1
10.0,3,3.0,1.0,6.2674,0,1,0,0,1
18.0,7,3.0,1.0,7.0341,0,0,0,0,0
1.0,0,2.0,3.0,5.7504,1,0,1,0,0
6.0,3,3.0,2.0,9.0671,0,1,1,0,1
10.0,8,3.0,1.0,6.4684,1,0,0,0,1
0.0,0,2.0,4.0,7.71,0,1,0,1,1
3.0,2,3.0,2.0,5.7941,0,0,0,1,1
1.0,0,4.0,2.0,10.4062,0,0,0,1,0
7.0,2,3.0,3.0,6.0397,0,0,1,0,1
9.0,8,3.0,4.0,9.769,0,0,1,0,1
6.0,4,2.0,3.0,7.3643,0,0,0,1,0
12.0,7,3.0,1.0,7.8062,0,0,1,0,0
16.0,11,3.0,4.0,8.5073,0,1,0,0,0
9.0,7,3.0,4.0,5.624,0,0,0,1,0
7.0,3,3.0,3.0,6.0997,1,0,0,1,0
6.0,3,2.0,4.0,8.3811,0,0,0,0,0
9.0,4,4.0,1.0,8.731,0,0,1,0,1
4.0,0,2.0,1.0,7.9742,0,1,0,1,0
12.0,3,4.0,4.0,10.2409,0,1,1,0,1
8.0,2,3.0,3.0,6.9532,0,1,0,0,0
8.0,2,1.0,2.0,7.3654,0,0,0,0,1
6.0,4,4.0,3.0,6.369,0,0,1,0,0
10.0,9,4.0,3.0,6.4164,0,1,0,0,0
11.0,2,3.0,4.0,7.1685,0,0,0,1,0
7.0,7,1.0,3.0,6.9755,0,0,1,0,1
10.0,5,2.0,1.0,7.4158,0,0,0,1,0
4.0,2,4.0,4.0,7.2523,1,0,1,0,0
7.0,0,3.0,4.0,5.7438,0,0,0,0,1
10.0,0,4.0,2.0,6.9597,0,0,0,1,1
6.0,5,1.0,4.0,9.1816,0,0,0,0,0
16.0,8,4.0,2.0,6.7049,0,0,0,0,0
10.0,0,2.0,3.0,6.0338,0,0,0,0,0
23.0,0,1.0,3.0,8.6611,0,0,0,1,0
5.0,3,1.0,3.0,6.1343,0,0,0,1,1
10.0,5,1.0,4.0,5.6928,0,0,0,0,0
21.0,3,3.0,4.0,5.6943,0,1,0,0,0
5.0,2,1.0,3.0,7.018,0,0,0,1,1
10.0,8,3.0,3.0,5.9404,0,0,0,0,0
11.0,7,3.0,2.0,7.31,0,0,0,0,1
13.0,9,1.0,4.0,6.161,0,0,1,0,0
5.0,3,2.0,2.0,7.5122,0,0,0,0,1
6.0,2,3.0,2.0,5.8621,0,0,0,0,1
9.0,3,3.0,3.0,5.9881,0,0,0,0,0
10.0,0,3.0,3.0,9.4381,0,0,0,1,1
11.0,2,3.0,3.0,6.1353,1,0,1,0,1
14.0,8,1.0,3.0,7.5254,0,1,0,1,0
30.0,12,3.0,2.0,7.5616,0,1,0,0,1
18.0,1,3.0,2.0,9.6279,0,0,0,1,0
2.0,2,3.0,2.0,7.1143,0,1,0,0,0
4.0,3,3.0,1.0,5.9704,0,1,0,0,0
17.0,0,3.0,4.0,7.2644,1,0,1,0,0
10.0,9,2.0,1.0,5.6834,0,0,0,1,0
13.0,5,3.0,3.0,6.0568,1,0,0,0,0
5.0,4,4.0,3.0,6.0039,0,0,0,0,0
11.0,0,1.0,1.0,9.031,1,0,0,1,0
1.0,0,3.0,3.0,5.8094,0,0,0,1,1
12.0,8,4.0,4.0,6.6058,0,0,0,0,0
7.0,1,3.0,2.0,7.2833,0,0,0,0,1
9.0,0,4.0,2.0,9.1282,0,0,0,1,0
6.0,1,3.0,2.0,6.4992,0,0,0,0,0
8.0,0,2.0,3.0,7.6881,0,1,0,0,0
11.0,7,4.0,1.0,7.2916,0,1,0,0,1
30.0,2,3.0,4.0,6.7427,1,0,0,0,0
5.0,4,4.0,3.0,6.0465,0,0,0,0,0
16.0,4,4.0,1.0,8.6185,0,0,0,0,0
12.0,3,3.0,4.0,5.7969,0,0,0,1,0
15.0,7,2.0,3.0,10.3848,1,0,0,0,0
30.0,2,3.0,4.0,8.2308,0,0,0,1,0
8.0,2,3.0,4.0,8.1827,0,0,0,1,0
23.0,0,3.0,3.0,5.9794,0,0,0,1,0
19.0,11,4.0,1.0,7.3658,0,0,1,0,1
5.0,2,4.0,2.0,6.7454,0,0,0,1,0
10.0,9,4.0,3.0,6.5184,0,1,0,0,0
21.0,8,4.0,4.0,6.9818,0,0,0,0,0
5.0,3,1.0,2.0,7.2653,0,0,0,0,0
21.0,3,3.0,4.0,5.5638,0,1,0,0,0
6.0,3,3.0,2.0,8.5764,0,1,1,0,1
7.0,2,3.0,3.0,6.0902,0,0,1,0,1
2.0,1,4.0,2.0,7.6366,0,0,0,1,0
10.0,9,2.0,4.0,6.419,0,0,0,0,1
10.0,0,4.0,2.0,6.8853,0,0,0,1,1
13.0,5,4.0,4.0,6.7892,1,0,0,0,0
15.0,7,4.0,3.0,7.8463,1,0,1,0,0
13.0,2,4.0,2.0,7.0411,0,1,0,1,0
4.0,2,3.0,2.0,9.6957,0,0,0,0,0
8.0,7,3.0,3.0,6.7813,0,1,0,0,0
1.0,0,3.0,4.0,9.4025,0,1,0,0,0
1.0,0,3.0,3.0,6.9664,0,1,1,0,0
11.0,7,3.0,3.0,6.2577,0,0,1,0,0
10.0,2,2.0,4.0,10.4316,0,0,0,0,1
5.0,4,3.0,1.0,6.522,0,0,0,0,1
31.0,7,1.0,1.0,6.055,1,0,1,0,0
8.0,2,2.0,4.0,7.4984,0,1,0,0,1
12.0,7,1.0,4.0,6.2499,1,0,1,0,0
9.0,7,4.0,1.0,5.7311,0,0,0,0,0
8.0,3,3.0,3.0,10.065,0,0,0,0,0
8.0,0,4.0,3.0,6.4265,0,0,0,1,0
9.0,0,2.0,2.0,9.8683,0,0,0,0,0
5.0,3,4.0,3.0,9.1702,0,0,0,0,0
21.0,9,3.0,3.0,5.8637,0,0,0,1,0
4.0,2,1.0,3.0,7.4053,0,0,0,0,0
10.0,2,1.0,3.0,6.1389,0,0,0,1,0
10.0,7,2.0,3.0,6.259,0,0,0,0,1
10.0,7,2.0,3.0,7.562,1,0,0,1,1
4.0,2,1.0,4.0,6.6911,0,0,0,0,0
5.0,3,4.0,3.0,9.6177,0,0,0,0,0
11.0,7,3.0,3.0,5.9031,1,0,1,0,0
9.0,8,3.0,4.0,10.3563,0,0,1,0,1
6.0,2,3.0,3.0,6.5012,0,1,0,0,0
9.0,7,1.0,2.0,7.2655,1,0,1,0,0
6.0,2,2.0,3.0,6.2001,0,0,0,0,1
6.0,2,2.0,1.0,5.7877,0,0,1,0,0
9.0,8,1.0,1.0,8.653,0,0,0,0,1
8.0,6,4.0,4.0,7.1073,0,1,0,1,1
10.0,9,1.0,2.0,9.8733,0,0,1,0,1
9.0,7,3.0,4.0,8.1639,0,0,0,0,0
7.0,7,3.0,1.0,7.3983,0,1,0,1,1
12.0,7,4.0,2.0,5.7739,0,0,0,0,0
6.0,3,3.0,1.0,7.4921,0,0,0,1,0
16.0,10,1.0,3.0,7.4064,0,0,0,1,1
8.0,0,4.0,3.0,6.3815,0,0,0,1,0
26.0,8,3.0,3.0,7.2589,0,0,1,0,0
10.0,0,3.0,1.0,6.5637,0,0,0,0,0
9.0,2,3.0,3.0,6.6195,0,0,0,1,1
10.0,3,4.0,1.0,7.4232,0,1,1,0,0
9.0,3,4.0,4.0,8.2226,0,0,0,0,1
5.0,2,1.0,3.0,6.0602,0,1,0,0,0
16.0,2,2.0,3.0,9.676,0,1,0,1,0
4.0,2,3.0,4.0,6.6986,0,0,0,0,1
5.0,0,1.0,3.0,6.4509,0,0,0,1,1
1.0,0,4.0,3.0,6.0692,0,0,0,0,1
11.0,7,4.0,2.0,6.2554,1,0,1,0,1
17.0,13,1.0,1.0,5.8178,0,1,0,0,1
16.0,7,2.0,2.0,6.4197,0,0,0,0,1
32.0,13,2.0,3.0,9.2474,0,1,0,0,1
8.0,7,3.0,2.0,6.2496,1,0,0,0,0
2.0,2,4.0,4.0,9.2264,0,1,0,0,0
21.0,7,4.0,1.0,7.1132,0,1,1,0,0
20.0,7,4.0,2.0,10.6778,0,1,1,0,1
12.0,3,3.0,4.0,5.8387,0,0,0,1,0
11.0,7,3.0,3.0,6.033,1,0,1,0,0
1.0,0,3.0,1.0,6.2182,0,0,0,1,1
13.0,8,1.0,2.0,7.493,1,0,1,0,0
10.0,7,1.0,4.0,5.7802,0,0,0,0,1
9.0,7,3.0,1.0,6.0489,0,0,0,0,0
5.0,2,4.0,1.0,6.1266,0,0,0,0,0
16.0,0,3.0,4.0,10.3379,0,1,0,0,1
18.0,1,3.0,2.0,9.6826,0,0,0,1,0
32.0,3,4.0,4.0,7.1502,0,0,1,0,1
7.0,7,1.0,4.0,6.8625,0,1,0,0,1
1.0,0,4.0,1.0,7.2847,0,0,1,0,0
10.0,7,4.0,1.0,7.3058,0,0,0,1,0
30.0,2,3.0,4.0,8.0272,0,0,0,1,0
6.0,4,4.0,3.0,6.0968,0,0,1,0,0
4.0,0,4.0,4.0,7.2612,0,0,0,1,1
15.0,12,4.0,1.0,6.521,0,0,0,1,0
1.0,0,1.0,2.0,5.9245,0,1,0,0,1
6.0,1,3.0,1.0,8.2015,0,0,0,0,0
9.0,7,4.0,2.0,6.8005,0,0,0,0,1
32.0,0,1.0,4.0,5.8358,0,0,1,0,0
21.0,2,4.0,3.0,10.9073,0,0,0,1,0
1.0,0,2.0,2.0,6.4109,0,0,0,0,1
10.0,0,4.0,3.0,7.3736,1,0,0,1,0
8.0,1,2.0,1.0,8.9976,0,0,0,0,0
23.0,8,4.0,4.0,6.2371,1,0,0,1,1
1.0,0,4.0,2.0,7.2856,0,0,0,1,1
10.0,9,2.0,4.0,6.5176,0,0,0,0,1
9.0,3,3.0,1.0,7.6031,0,0,1,0,0
14.0,0,4.0,3.0,8.1215,0,0,0,1,1
10.0,5,1.0,1.0,5.7542,1,0,0,0,0
8.0,2,4.0,2.0,9.5531,0,0,0,1,0
10.0,2,3.0,4.0,7.0696,0,0,0,0,0
9.0,2,2.0,2.0,6.5242,0,0,0,1,1
14.0,0,4.0,3.0,5.9435,0,0,0,0,0
20.0,8,3.0,3.0,6.884,0,1,0,1,1
33.0,9,1.0,4.0,5.6741,0,0,0,0,1
6.0,2,4.0,4.0,9.7164,0,0,0,0,0
10.0,0,1.0,3.0,6.4156,0,1,0,1,0
1.0,0,4.0,2.0,7.55,0,0,0,0,0
7.0,2,3.0,1.0,6.0959,0,0,0,0,0
2.0,2,4.0,2.0,6.9815,0,0,1,0,0
14.0,4,3.0,2.0,6.8355,0,0,1,0,0
14.0,4,3.0,2.0,6.7702,0,0,1,0,0
40.0,6,4.0,4.0,7.0934,0,0,0,0,1
17.0,6,3.0,3.0,6.5012,0,0,0,1,1
10.0,0,4.0,3.0,8.4796,0,0,0,0,1
3.0,2,1.0,3.0,5.5039,0,0,0,0,0
7.0,3,4.0,2.0,9.1238,0,0,1,0,0
7.0,7,3.0,3.0,6.0547,0,0,1,0,0
6.0,2,3.0,3.0,7.01,0,0,1,0,1
5.0,4,2.0,3.0,5.8225,1,0,0,0,1
27.0,1,1.0,4.0,5.8251,1,0,0,1,0
3.0,2,3.0,3.0,6.6812,0,0,0,1,1
0.0,0,3.0,3.0,6.2815,0,0,0,1,0
23.0,1,3.0,2.0,6.5436,0,0,0,0,0
10.0,7,4.0,4.0,10.2686,0,0,0,0,0
31.0,7,1.0,4.0,7.6296,0,0,0,0,0
10.0,7,1.0,4.0,7.6197,0,0,0,0,0
7.0,2,3.0,1.0,7.125,0,0,0,0,0
6.0,5,3.0,4.0,7.0058,0,0,0,1,1
4.0,3,4.0,2.0,7.3756,0,1,0,1,1
30.0,3,3.0,3.0,6.0753,0,0,0,0,0
10.0,8,4.0,1.0,10.0162,0,0,0,0,0
9.0,7,1.0,3.0,5.4304,0,0,0,1,0
10.0,7,2.0,3.0,7.9003,0,0,1,0,0
6.0,2,1.0,3.0,7.4936,0,0,0,0,0
8.0,2,4.0,4.0,9.3267,0,0,0,0,0
15.0,7,2.0,4.0,6.3554,1,0,1,0,0
6.0,3,3.0,4.0,5.7615,0,0,1,0,1
16.0,7,4.0,2.0,7.3776,0,0,0,1,0
8.0,7,4.0,3.0,9.6098,0,0,0,1,0
2.0,2,4.0,2.0,6.2365,0,1,1,0,0
10.0,9,1.0,3.0,7.3299,0,0,0,0,0
19.0,7,3.0,2.0,5.5958,0,0,1,0,1
25.0,7,3.0,4.0,6.093,0,0,0,0,0
10.0,8,4.0,2.0,9.2775,0,1,1,0,1
10.0,2,1.0,1.0,5.7369,0,0,0,0,1
22.0,16,1.0,1.0,6.2345,0,0,1,0,0
8.0,4,3.0,4.0,10.098,0,0,0,0,1
19.0,0,4.0,3.0,10.7131,0,1,1,0,1
11.0,3,3.0,4.0,7.8413,0,0,1,0,1
2.0,2,4.0,4.0,6.7332,0,0,0,0,0
8.0,7,1.0,1.0,9.1829,0,0,1,0,0
10.0,8,4.0,1.0,10.1686,0,0,0,0,0
6.0,2,4.0,4.0,9.4627,0,0,0,0,0
7.0,0,3.0,3.0,6.1043,0,0,0,0,1
24.0,2,3.0,4.0,9.2663,0,0,1,0,0
19.0,2,3.0,1.0,8.1169,0,0,1,0,1
16.0,10,4.0,4.0,5.933,1,0,0,1,1
4.0,1,2.0,1.0,6.7143,0,0,0,0,1
14.0,13,2.0,2.0,7.5932,0,0,0,0,0
10.0,2,2.0,3.0,7.3358,0,0,1,0,1
8.0,0,2.0,3.0,8.9477,0,1,1,0,0
33.0,10,3.0,2.0,9.1026,0,0,1,0,1
8.0,7,4.0,3.0,9.6765,0,0,0,1,0
25.0,4,4.0,4.0,6.1952,0,0,0,1,1
15.0,0,1.0,3.0,6.826,0,0,0,0,1
23.0,8,4.0,4.0,6.4778,1,0,0,1,1
14.0,2,2.0,2.0,6.5406,0,1,0,0,1
9.0,2,4.0,4.0,6.2265,0,0,1,0,0
9.0,7,4.0,3.0,6.2839,0,1,0,1,0
5.0,0,1.0,3.0,6.0151,1,0,1,0,0
28.0,7,3.0,2.0,10.0826,0,0,0,0,0
6.0,2,3.0,3.0,6.4463,1,0,0,0,0
2.0,2,3.0,4.0,6.0036,0,0,0,1,1
1.0,0,3.0,1.0,6.3563,1,0,1,0,0
23.0,8,4.0,4.0,6.0639,1,0,0,1,1
6.0,4,2.0,4.0,5.8074,0,0,0,1,0
7.0,2,3.0,4.0,9.0306,1,0,1,0,0
28.0,3,2.0,4.0,6.0562,0,1,0,0,0
29.0,0,4.0,4.0,9.7698,0,0,0,0,0
1.0,0,4.0,2.0,7.0553,1,0,0,0,0
4.0,0,4.0,4.0,6.9941,0,0,0,1,1
29.0,7,3.0,2.0,6.5338,0,0,1,0,0
19.0,7,3.0,2.0,5.5079,0,0,1,0,1
23.0,4,4.0,4.0,7.5217,1,0,0,1,0
1.0,0,1.0,1.0,5.9126,0,0,0,1,1
10.0,2,2.0,3.0,7.089,0,0,1,0,1
8.0,1,2.0,1.0,9.1463,0,0,0,0,0
8.0,4,3.0,4.0,7.6064,0,0,1,0,1
6.0,0,4.0,1.0,7.6115,0,0,0,0,0
10.0,1,3.0,4.0,6.4803,0,0,1,0,1
8.0,3,3.0,1.0,7.4498,0,0,0,0,0
10.0,9,3.0,3.0,5.84,0,0,1,0,1
10.0,4,4.0,3.0,7.5604,0,1,0,0,0
8.0,0,1.0,4.0,5.6448,0,0,0,0,0
6.0,3,3.0,4.0,8.5524,0,0,0,0,0
19.0,1,1.0,2.0,6.2935,0,0,0,0,0
18.0,12,1.0,3.0,7.0446,0,0,0,0,1
12.0,8,4.0,2.0,6.3851,0,1,0,0,0
10.0,7,4.0,2.0,6.2943,0,0,1,0,1
4.0,2,4.0,2.0,6.7525,0,0,0,0,0
